itemid,name,topicid,TopicName,comment,yes,no,voteSum,scores,death_confirmed,emotionality,intentionality,species
10991,Rare Exports: a Christmas Tale,189,an animal dies,Many reindeer are shown dead,1,0,1,,yes,2,ambiguous,reindeer
10992,Rat Race,153,a dog dies,A dog is killed when it runs into an electric fence - we see its comically fake smoking corpse. A cow (also comically fake-looking) gets tangled in a rope hanging from a hot air balloon and flies through the air by one hoof until she ultimately ends up in,1,0,17,,yes,2,accidental,dog; cow
10992,Rat Race,189,an animal dies,A dog is the only animal that died.,0,1,3,,yes,2,ambiguous,dog
10993,Ratatouille,153,a dog dies,"There aren't even any dogs seen in the movie, other than a silhouette of one. Dogs are mentioned when a character is asked if he likes animals.",0,1,4,,no,NA,NA,NA
10993,Ratatouille,186,a cat dies,"Cats aren't even seen in the movie, but there is a short mention of cats.",0,1,5,,no,NA,NA,NA
10993,Ratatouille,189,an animal dies,Dead rats are briefly shown hanging from mousetraps in a store window.,1,0,10,,yes,1,deliberate,rat
10995,Ravenous,153,a dog dies,"One of the characters tells the others that he ate his dog when he ran out of food, but it's not shown.",0,1,3,,yes,2,deliberate,dog
10995,Ravenous,186,a cat dies,"This page is for the 1999 Ravenous about wendigoes, not the 2017 zombie flick. No kittens are abandoned.",1,0,5,,ambiguous,NA,NA,NA
10995,Ravenous,189,an animal dies,They mention oxen being killed.,1,0,2,,yes,2,ambiguous,oxen
11000,Rear Window,153,a dog dies,A neighbor's dog is found dead from a broken neck.,1,0,18,,yes,3,ambiguous,dog
11000,Rear Window,189,an animal dies,No OTHER animals die in this movie. Should be 100% NO votes.,0,1,5,,ambiguous,NA,NA,NA
11001,Rebecca,153,a dog dies,The dog Jasper survives.,0,1,15,,no,NA,NA,NA
11006,Red Dragon,153,a dog dies,"It is mentioned that a cat and a dog were killed but we're not counting it as they died before the movie began and we never see either alive or dead, except for a few brief shots of the dog seen when someone watches old home video footage. A live but sedat",0,1,16,,yes,2,ambiguous,dog
11006,Red Dragon,186,a cat dies,"It is mentioned that a cat and a dog were killed but we're not counting it as they died before the movie began and we never see either alive or dead, except for a few brief shots of the dog seen when someone watches old home video footage. A live but sedat",0,1,16,,yes,2,ambiguous,cat; dog
11018,Remember,153,a dog dies,"German Shepherd named Eva is shot and killed when attacking someone. He lets out a loud whine for a few seconds. Not an easy scene for animal lovers, but it does make sense for its inclusion in the storyline. Pretty easy to skip. Just fast forward as soon as the owner lets go of Eva’s collar and she starts sprinting.",1,0,2,,yes,4,deliberate,dog
11021,Rent,153,a dog dies,Not shown on screen but is described in a song that a dog jumped off of a high building and died,1,0,11,,yes,3,ambiguous,dog
11021,Rent,189,an animal dies,"idk why people voting no, an animal does, the dog. i know it has a specific question but a dog is still an animal",1,0,1,,ambiguous,NA,NA,NA
11028,Resident Evil,153,a dog dies,A pack of zombie dogs are dispatched with a gun and some martial arts.,1,0,17,,yes,2,deliberate,dog
11045,Riddick,153,a dog dies,"A dingo-like, man-eating alien dog is raised from a pup by Riddick. The dog saves Riddick's life by biting a guy about to shoot him and is then killed by the guy.",1,0,21,,yes,4,deliberate,dog
11052,Rise of the Guardians,153,a dog dies,There is a dog named Abby and she doesn't die.,0,1,4,,no,NA,NA,NA
11052,Rise of the Guardians,186,a cat dies,"There aren't even cats, unless you count a meow heard in the background.",0,1,2,,no,NA,NA,NA
11052,Rise of the Guardians,189,an animal dies,No animals die. :),0,1,5,,no,NA,NA,NA
11053,Rise of the Planet of the Apes,153,a dog dies,No dog dies in this film. A dog barks at Caesar early on in the movie but doesn’t die.,0,1,2,,no,NA,NA,NA
11053,Rise of the Planet of the Apes,189,an animal dies,A couple of the apes - it is pretty sad,1,0,4,,yes,4,ambiguous,ape
11068,Rocky,153,a dog dies,"No harm comes to Cuff and Link the turtles, Moby D**k the goldfish or Butkus the dog.",0,1,18,,no,NA,NA,NA
11085,Ruby Sparks,153,a dog dies,Nothing bad happens to Scotty the dog.,0,1,15,,no,NA,NA,NA
11086,Rudolph the Red-Nosed Reindeer,153,a dog dies,"They are assumed dead after falling off a cliff, but are revealed alive along with Yukon Cornelius.",0,1,5,,no,NA,NA,NA
11097,Rush,153,a dog dies,Budgerigars (parakeets) appear in several scenes in the film. A dog appears in one scene. None are hurt.,0,1,15,,no,NA,NA,NA
11115,Safe Haven,189,an animal dies,Fish are speared.,1,0,2,,yes,2,deliberate,fish
11172,Scrooged,153,a dog dies,"Some mice, a dog and a few cats appear. None die or are injured, though a man kicks at one of the cats offscreen and it yowls.",0,1,15,,no,NA,NA,NA
11172,Scrooged,186,a cat dies,No cats are killed but one gets kicked.,0,1,2,,no,NA,NA,NA
11176,Secondhand Lions,153,a dog dies,"After protecting the boy, the lion collapses and dies of old age.",1,0,17,,no,NA,NA,NA
11176,Secondhand Lions,186,a cat dies,"Not a housecat, but yes",1,0,2,,ambiguous,NA,ambiguous,unknown
11176,Secondhand Lions,189,an animal dies,"An old lion, some fish",1,0,1,,ambiguous,2,ambiguous,lion; fish
11177,Secret Window,153,a dog dies,An Australian cattle dog is found stabbed to death with a screwdriver.,1,0,13,,yes,3,deliberate,dog
11177,Secret Window,189,an animal dies,"The man stalking the author kills his dog, you see the dog’s face very briefly, happens about 25:01",1,0,1,,yes,2,deliberate,dog
11183,Seeking a Friend for the End of the World,153,a dog dies,We do not see the dog die but it is implied that he does.,1,0,18,,ambiguous,3,ambiguous,dog
11183,Seeking a Friend for the End of the World,189,an animal dies,Not onscreen but it can be assumed that animals do die in the movie's apocalypse.,1,0,1,,ambiguous,1,accidental,unknown
11188,Sense And Sensibility,189,an animal dies,"There is a very brief scene, maybe 5 seconds, where Colonel Brandon is walking next to a hunting dog, which is carrying a dead duck in its mouth. There’s no blood and you don’t see the duck die. 
",1,0,3,,yes,1,deliberate,duck
11191,Serial Mom,153,a dog dies,"there’s one dog in this movie and he gets to eat a leg of lamb, no dogs were harmed :)",0,1,5,,no,NA,NA,NA
11191,Serial Mom,189,an animal dies,A fly is squashed in the opening scene.,1,0,4,,yes,1,deliberate,fly
11193,Serpico,153,a dog dies,The dog stays besides him till the end.,0,1,2,,ambiguous,4,ambiguous,dog
11196,Session 9,153,a dog dies,"There are two separate scenes involving a dog. The first is about an hour into the movie, the carcass of a dead dog is seen in an abandoned hospital. It is half way skeletonized, and no wounds/blood is 
seen. The second is in the last moments of the film. You can hear a dog being killed but nothing is seen.",1,0,4,,yes,3,ambiguous,dog
11225,Shaun of the Dead,153,a dog dies,No dogs die a blind man has a dog but he lets go of the lead as he's a zombie and the dog escapes alive,0,1,5,,no,NA,NA,NA
11225,Shaun of the Dead,189,an animal dies,"you don’t see it happen, as a bus comes and blocks it, but a zombie picks up a pigeon and about to eat it",1,0,5,,ambiguous,2,deliberate,pigeon
11229,Sherlock Holmes,153,a dog dies,"Sherlock experiments on Watson's dog, Gladstone, and makes him appear dead but the dog recovers and is unharmed.",1,0,18,,no,NA,NA,NA
11229,Sherlock Holmes,189,an animal dies,A frog is shown killed by an experiment,1,0,4,,yes,2,ambiguous,frog
11230,Sherlock Holmes: a Game of Shadows,153,a dog dies,"Sherlock again experiments on Gladstone the dog, who survives unharmed.",1,0,15,,no,NA,NA,NA
11230,Sherlock Holmes: a Game of Shadows,189,an animal dies,Mice are fed to a snake off screen,1,0,1,,yes,2,deliberate,mouse
11234,Short Circuit,189,an animal dies,A grasshopper is accidentally crushed by the robot.,1,0,2,,yes,2,accidental,grasshopper
11236,Short Term 12,153,a dog dies,A pet fish dies,0,1,1,,no,NA,NA,NA
11236,Short Term 12,189,an animal dies,A pet fish dies,1,0,2,,yes,2,ambiguous,fish
11239,Shrek,153,a dog dies,I think people are thinking of the second movie but idk i never saw any dogs die,0,1,11,,ambiguous,NA,NA,NA
11239,Shrek,189,an animal dies,Fiona's high pitched singing makes a bird swell up until it goes *pop*.  So yes an animal does die but it is pretty funny though.,1,0,21,,yes,2,accidental,bird
11249,Sicario,153,a dog dies,"In one scene, a police dog survives an explosion, apparently unharmed. In another scene, it serms like something bad might happen to a dog barking in a car, but it does not come to any harm.",0,1,17,,no,NA,NA,NA
11252,Sightseers,153,a dog dies,A dog dies after falling and being impaled on a clump of knitting needles.,1,0,15,,yes,3,accidental,dog
11252,Sightseers,189,an animal dies,"A dog is impaled in a flashback near the beginning. I closed my eyed, so I don’t know if anything is actually shown. Then a few minutes later a chicken’s head is cut off by shamans, that’s clearly shown.",1,0,3,,yes,3,deliberate,dog; chicken
11254,Silent Hill,189,an animal dies,"Technically a large insect is crushed underfoot, but nothing otherwise.",1,0,4,,yes,1,ambiguous,insect
11268,Sin City,153,a dog dies,When?,1,0,1,,ambiguous,NA,NA,NA
11271,Single White Female,153,a dog dies,The dog is thrown out the window to its death by the psychotic roommate.,1,0,19,,yes,4,deliberate,dog
11271,Single White Female,186,a cat dies,Cat is okay.,0,1,4,,no,NA,NA,NA
11271,Single White Female,189,an animal dies,Puppy dies about 45 min in,1,0,1,,yes,3,ambiguous,dog
11273,Sinister,153,a dog dies,"A dog appears and is unharmed. (A box is dropped on a scorpion, killing it.)",0,1,17,,no,NA,NA,NA
11273,Sinister,189,an animal dies,Ellison (the father) purposefully drops a box on top of a scorpion he sees in the attic. It shows something that looks like smushed scorpion when he lifts up the box. But it happens very quickly and is obviously not real (you're not allowed to hurt animals or insects or spiders/scorpions for any reason in film anymore THANK GOD).,1,0,15,,ambiguous,1,deliberate,scorpion
11281,Skyfall,153,a dog dies,"Pet dogs are seen briefly, barking at bad guys. They are not harmed.",0,1,15,,no,NA,NA,NA
11286,Sleeping Beauty,189,an animal dies,A crow is turned to stone.,1,0,1,,ambiguous,2,ambiguous,crow
11291,Sleepy Hollow,153,a dog dies,"Not sure why people are voting yes. There were no dogs in this movie. A horse and a bat die, but no dogs.",0,1,6,,no,NA,NA,NA
11291,Sleepy Hollow,189,an animal dies,A horse dies slowly while it’s owner holds it. A bat is grabbed and killed for a witch’s ritual. A cardinal we were previously delighted by is crushed in a witch’s hand. A dead crow’s leg is cut off for another ritual.,1,0,4,,yes,4,ambiguous,horse; bat; cardinal; crow
11293,Slither,153,a dog dies,"A LOT of dogs die, very graphic.",1,0,3,,yes,4,ambiguous,dog
11293,Slither,186,a cat dies,There is a dead cat shown and another implied to die later,1,0,3,,yes,2,ambiguous,cat
11293,Slither,189,an animal dies,"Dogs, raccoons, a cow gets cut in half",1,0,2,,yes,3,ambiguous,dog; raccoon; cow
11326,Song of the Sea,153,a dog dies,Cu survives and is even blessed by Mac Lir's dogs.,0,1,2,,no,NA,NA,NA
11333,"South Park: Bigger, Longer & Uncut",153,a dog dies,"the dog does not die, but rather dogs kill someone. guard dogs kill christophe ""ze mole"" near the end to the movie",0,1,1,,no,NA,NA,NA
11343,Spectre,186,a cat dies,"There is a purebred cat which supposedly dies in an explosion, although we never see it happening.",1,0,3,,ambiguous,2,accidental,cat
11348,Spirit: Stallion of the Cimarron,153,a dog dies,Spirit does not die. The mare Rain appears to have died after being injured but it is revealed at the end that she is still alive and has recovered.,1,0,13,,no,NA,NA,NA
11348,Spirit: Stallion of the Cimarron,186,a cat dies,"Spirit and a mountain lion have a fight with each other, but the cat lives.",0,1,3,,no,NA,NA,NA
11348,Spirit: Stallion of the Cimarron,189,an animal dies,A bear is shown catching a fish from a river and feeding it to her cubs.,1,0,5,,ambiguous,1,accidental,fish
11349,Spirited Away,189,an animal dies,No deaths are directly depicted in the film.,0,1,7,,no,NA,NA,NA
11355,Spotlight,189,an animal dies,No animals are seen at any point.,0,1,1,,no,NA,NA,NA
11359,Spy,153,a dog dies,"A few dogs appear briefly in the background; none are harmed. In a running joke, a building is infested with bats and mice; we don't see any of those harmed either.",0,1,14,,no,NA,NA,NA
11374,Star Trek,153,a dog dies,A dog is missing though after an experiment. Not sure what happened to it. It’s never shown though,1,0,3,,ambiguous,2,ambiguous,dog
11374,Star Trek,189,an animal dies,An alien creature kills another alien creature that is running towards Kirk on a frozen ice planet.,0,1,4,,yes,2,deliberate,unknown
11376,Star Trek III: the Search for Spock,153,a dog dies,"A targ, the Klingon version of a dog, is killed by shrapnel from a torpedo attack.",1,0,18,,yes,2,accidental,targ
11378,Star Trek IV: the Voyage Home,153,a dog dies,"Despite a close call with a harpoon, the humpback whales George and Gracie make it through the movie unscathed. A German Shepherd appears briefly in one scene, guarding a nuclear wessel.",0,1,18,,no,NA,NA,NA
11378,Star Trek IV: the Voyage Home,189,an animal dies,"The two whales we see onscreen live, but whale hunting/harvesting footage is shown.",1,0,9,,ambiguous,2,deliberate,whale
11379,Star Trek: Generations,186,a cat dies,"Spot the cat survives, unharmed.",0,1,17,,no,NA,NA,NA
11381,The Empire Strikes Back,189,an animal dies,A Tauntaun is eaten by a Yeti. Another freezes to death and is turned into an impromptou sleeping bag.,0,1,7,,yes,2,ambiguous,tauntaun
11382,Return of the Jedi,153,a dog dies,ewoks and the rancor arent dogs,0,1,3,,no,NA,NA,NA
11382,Return of the Jedi,189,an animal dies,"The Rancour (off-brand Godzilla) is squished by a door, which angers Jabba and brings its trainers to tears",1,0,6,,yes,3,accidental,rancor
11383,Star Wars: Episode VII - The Force Awakens,153,a dog dies,There were 0 dogs in this movie,0,1,9,,no,NA,NA,NA
11385,Stardust,153,a dog dies,"At one point, a goat is transformed into a human. Humorously, Billy"" still acts like a goat, including making noises. He is killed when the unicorn swoops in to save Yvaine and Tristan from Lamia; we see the unicorn charge into him, and his stiff body falling to the ground, having transformed back into a goat. It's also heavily implied that the unicorn was burned alive in the same scene; Lamia shoots green flames in its direction, but we don't get to see its final fate.",1,0,1,,no,NA,NA,NA
